"Reviews","Ratings"
"
I replaced my first gen echo with this one and you can tell an instant difference.  Love the new look, the choice of colors, the sound.  Well worth getting a new one.
","Positive"
"
I broke my hip skiing. I able to turn lights on/off, turn other items on/off. It’s been great
","Positive"
"
Does everything as advertised. Did not think the sound quality would be that good but it was. If you want to listen to music and need it louder just sync it to any bluetooth speaker, an easy process by the way. I'm still finding useful things to do with it and really wouldn't want to be without it. I also have 2 extra echo dots, one placed in the kitchen and the other in my daughters bedroom and use it to communicate between rooms. Buy it you wont regret it.
","Positive"
"
My Echo Dot 2nd Gen is amazing. It controls everything in my house. I mean from the lights, to the tvs, to the vacuum (iRumba), all the way to my Ring Doorbell. I highly recommend this to anyone!!!
","Positive"
"
I bought several for our home and we Love having music wherever we want now! And at bedtime I can now have ocean sounds to lull me to sleep!
","Positive"
"
Easy to set up, have Alexa upstairs, and new one downstairs, but can play same music up & down, or different.  Love alarm features too.
","Positive"
"
Love using Alexa but sometimes does not all help. Asked simple questions but says ""Sorry, I didn't get that."" Nothing accomplished. While using the Alexa App on my phone is good. Overall, a good product.
","Positive"
"
I love how easy it is get what you ask for.
","Positive"
"
Of all the smart virtual assistants that have hit the market - Amazon's Echo is still far the best (imho).  Bigger and better speakers, nicer sound, clearer Alexa, I have no complaints.Despite being invested in the Apple ecosystem (Homepod mini was SH!TS!) went back to the Echo.  I have this paired with my Firetablet for the sound in my kitchen with Firetablet acting as my mini TV.Glad I re-purchased and upgraded.  Price is on par.
","Positive"
"
It requires much more customer interface than my previous Echo.  I sometimes need to make numerous requests  Unit is used for multiple applications: radio, weather, music(Amazon), alarm, reminders, shopping, controlling other devices in the home.  I am quite surprised and disappointed with all the verbal repeating I have to do.
","Negative"
"
We actually ended up buying 3 of these. Two for our 18 year olds for their rooms and one with a battery base so we can take it outside in the summer.  We already had 4 echos. Two of the old echo plus and two shows. Plus the echo auto for our cars.  We love controlling our lights with them since my wife is blind. We also use the drop in for friends and like an intercom in the house. The sound on these new ones is very good.
","Positive"
"
Color codes and sound quality are greatly improved over the last version.
","Positive"
"
I bought one of these for my wife's office... the sound was soooo much better than my reg gen4 echo (that I also just bought for my office). So... I traded in a couple of older gen2 echo dots and bought this one for myself. I absolutely love it. It's about 3 or 4 times bigger than the regular dot but the sound is about 100X better with better low range (bass) sounds. This is the best speaker I have had (and I have had more than a few). Highly recommend.
","Positive"
"
We replaced all of our older Alexas with the newer sphere. Looks great, newer technology and sounds good.  Worked really well for Christmas music all through the house!
","Positive"
"
Do you enjoy manually turning the speaker in your direction every time you move around the room? Well, you'll be glad to hear that Amazon has an Echo for you! It only plays out of one side - revolutionary! Just pick it up whenever you move and turn the speaker in your direction!Seriously a terrible product, but when compared to Apple home pod.....it's still awful just not as awful as Apple home pod. Setting the bar high is not part of the strategy.  Which brings me to this:  if you want to play anything other than Amazon branded content - you will have to be prepared to battle the device constantly as it refuses to acknowledge that you have the default set to competitor subscriptions. Apple Music is Alexa's arch rival! She will do anything to keep you away from your music. She will try to shove Amazon music subscriptions down your throat even though you have Prime! (Hmmm- need to get rid of that then...).  I can deal with the poor sound quality but not frequent devious detours back to Amazon music as the default and having to reconnect my Apple account. I don't want to hear anymore reasons, I just want the games to stop!
","Negative"
